SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
MA,CENTRO DO GUILHERME,11648.0,80.35,68.75,58.17,63.46
MA,IGARAPÉ DO MEIO,17052.0,80.15,59.76,66.49,63.12
MA,ARAGUANÃ,11522.0,78.01,63.39,60.3,61.85
MA,MARANHÃOZINHO,12238.0,75.15,61.53,57.26,59.4
MA,ZÉ DOCA,49094.0,69.35,53.68,55.91,54.79
MA,SATUBINHA,10906.0,72.89,55.07,49.84,52.46
AP,MAZAGÃO,32858.0,58.24,43.25,57.67,50.46
PE,JAQUEIRA,14040.0,65.04,49.54,49.99,49.76
MA,GOVERNADOR NEWTON BELLO,11516.0,77.63,57.24,40.27,48.76
MA,CÂNDIDO MENDES,23672.0,71.61,52.17,43.3,47.74
PI,ALEGRETE DO PIAUÍ,6918.0,77.69,49.78,45.68,47.73
MA,FERNANDO FALCÃO,14740.0,78.02,21.51,73.42,47.46
RN,SANTANA DO SERIDÓ,4462.0,67.46,48.9,45.18,47.04
RR,UIRAMUTÃ,11072.0,65.59,57.7,35.39,46.54
PA,MARAPANIM,38252.0,62.81,57.28,35.6,46.44
MG,SÃO JOÃO DAS MISSÕES,14188.0,69.43,44.74,44.31,44.52
MA,MARACAÇUMÉ,21820.0,64.48,44.8,43.11,43.96
PA,BAGRE,23756.0,76.92,34.69,50.1,42.4
RN,SÃO FERNANDO,6042.0,69.76,25.52,59.22,42.37
PI,CALDEIRÃO GRANDE DO PIAUÍ,8648.0,82.16,17.07,67.14,42.1
PE,ARARIPINA,92326.0,75.77,9.38,74.57,41.98
AP,TARTARUGALZINHO,16324.0,55.14,34.73,48.79,41.76
PA,SANTA CRUZ DO ARARI,9298.0,72.24,65.45,17.36,41.41
PA,BREVES,109838.0,58.35,40.57,41.1,40.84
PB,CUITÉ,27048.0,77.23,78.21,3.14,40.68
PA,NOVA TIMBOTEUA,18750.0,70.79,46.63,34.13,40.38
SP,ITAPEVI,227992.0,51.22,33.63,46.16,39.66
PA,SÃO DOMINGOS DO CAPIM,38378.0,71.37,44.65,34.23,39.44
MA,PIO XII,29138.0,76.01,37.9,40.81,39.35
AP,PRACUÚBA,6158.0,50.43,51.71,26.01,38.86
GO,FLORES DE GOIÁS,10200.0,54.54,65.57,11.53,38.55
PI,LUZILÂNDIA,31234.0,74.81,12.12,64.92,38.52
PA,PALESTINA DO PARÁ,9220.0,62.92,28.16,48.83,38.49
MA,BURITICUPU,64486.0,63.08,5.48,71.31,38.4
CE,LIMOEIRO DO NORTE,77532.0,74.11,23.24,53.26,38.25
PA,MOCAJUBA,43814.0,72.33,61.8,14.67,38.23
PI,BERTOLÍNIA,7588.0,67.71,5.61,70.48,38.05
MA,BOA VISTA DO GURUPI,9518.0,72.44,46.5,29.14,37.82
RN,PEDRO AVELINO,9782.0,71.97,64.22,11.41,37.81
MA,PRESIDENTE JUSCELINO,15074.0,76.44,34.56,40.48,37.52
PA,PONTA DE PEDRAS,34798.0,70.56,51.64,23.37,37.5
PA,BONITO,20300.0,59.38,41.39,33.51,37.45
MA,CAXIAS,173712.0,73.46,36.14,38.54,37.34
PA,CONCÓRDIA DO PARÁ,38342.0,58.4,55.06,19.5,37.28
GO,CAVALCANTE,10774.0,81.0,42.86,31.35,37.11
PA,SANTA LUZIA DO PARÁ,27588.0,69.67,23.4,50.71,37.06
MA,URBANO SANTOS,38570.0,82.27,6.51,67.32,36.92
MA,BARRA DO CORDA,93550.0,61.77,28.5,45.01,36.75
BA,LENÇÓIS,12482.0,85.17,11.74,61.64,36.69
BA,ARATUÍPE,13264.0,77.85,46.23,27.05,36.64
GO,IACIARA,12168.0,61.91,65.58,7.63,36.6
PB,MÃE D ÁGUA,6104.0,80.84,3.34,69.76,36.55
SC,CERRO NEGRO,5254.0,64.4,67.03,6.05,36.54
PI,BARRA D ALCÂNTARA,5324.0,83.27,18.93,53.94,36.44
MA,AMAPÁ DO MARANHÃO,8454.0,72.09,37.88,34.87,36.37
PA,NOVA ESPERANÇA DO PIRIÁ,24552.0,57.6,35.73,36.68,36.2
AP,AMAPÁ,10936.0,53.97,24.07,47.93,36.0
TO,RIO DOS BOIS,4070.0,63.15,25.11,46.39,35.75
BA,BARREIRAS,170170.0,54.55,32.13,39.19,35.66
RN,PARELHAS,28666.0,55.86,62.67,8.39,35.53
SC,PAINEL,4028.0,54.56,61.32,9.58,35.45
GO,VILA BOA,5562.0,58.87,49.59,21.22,35.4
SE,AQUIDABÃ,26888.0,70.7,16.41,54.04,35.22
PB,DESTERRO,11708.0,73.13,1.84,68.55,35.2
BA,URANDI,20450.0,77.31,11.46,58.61,35.04
AM,PARINTINS,109990.0,79.47,12.89,57.09,34.99
PA,MAGALHÃES BARATA,13400.0,61.95,44.07,25.84,34.96
PA,CACHOEIRA DO ARARI,28614.0,77.72,57.64,12.21,34.92
PB,BOM JESUS,4996.0,88.87,5.48,64.05,34.77
PE,VITÓRIA DE SANTO ANTÃO,169870.0,53.93,65.63,3.78,34.7
BA,BREJOLÂNDIA,12576.0,70.67,62.18,6.87,34.53
PA,ACARÁ,75228.0,64.67,56.47,12.56,34.51
PB,CACIMBAS,9264.0,83.54,1.71,67.01,34.36
BA,PALMEIRAS,12522.0,82.98,18.86,49.56,34.21
PA,SÃO CAETANO DE ODIVELAS,24716.0,67.92,24.11,44.27,34.19
PA,COLARES,18362.0,73.4,51.74,16.55,34.14
PA,SÃO JOÃO DE PIRABAS,27420.0,68.21,32.12,35.7,33.91
PA,TRACUATEUA,38824.0,75.02,35.63,32.17,33.9
PR,SANTO ANTÔNIO DO PARAÍSO,3544.0,54.31,60.27,7.39,33.83
PA,SOURE,34038.0,74.53,47.51,20.1,33.81
PA,SÃO JOÃO DA PONTA,9864.0,66.94,37.65,29.62,33.64
GO,CUMARI,3946.0,60.55,64.42,2.84,33.63
PA,TUCURUÍ,110558.0,51.55,54.46,12.78,33.62
MG,MATHIAS LOBATO,4742.0,52.06,1.81,65.37,33.59
MG,SILVEIRÂNIA,4456.0,54.96,2.92,64.18,33.55
BA,CAETANOS,15656.0,84.18,53.97,13.07,33.52
MG,ÁGUAS VERMELHAS,13840.0,62.15,37.14,29.9,33.52
AL,PALMEIRA DOS ÍNDIOS,82824.0,59.18,21.77,45.1,33.44
PA,GOIANÉSIA DO PARÁ,32562.0,54.35,44.34,22.35,33.34
PI,FRANCISCO MACEDO,4506.0,79.03,58.01,8.61,33.31
CE,QUIXERÉ,29700.0,72.87,23.84,42.73,33.29
PA,GARRAFÃO DO NORTE,34474.0,71.09,21.84,44.54,33.19
MA,FORTALEZA DOS NOGUEIRAS,16280.0,61.86,10.53,55.74,33.13
MA,VITORINO FREIRE,35916.0,69.0,16.88,49.37,33.12
PI,RIBEIRA DO PIAUÍ,5768.0,88.46,63.94,2.25,33.1
CE,HORIZONTE,97926.0,59.67,11.58,54.43,33.01
TO,LAVANDEIRA,2858.0,64.47,28.83,37.16,33.0
PA,SALVATERRA,31106.0,69.22,35.16,30.7,32.93
MA,BELÁGUA,11950.0,88.67,5.41,60.32,32.86
MA,PINHEIRO,92118.0,70.69,40.34,25.37,32.85
PA,IRITUIA,42242.0,70.75,39.37,26.33,32.85
CE,PINDORETAMA,31674.0,68.68,15.9,49.66,32.78
RN,SENADOR GEORGINO AVELINO,6368.0,62.61,14.86,50.69,32.77
TO,SÃO SEBASTIÃO DO TOCANTINS,5156.0,69.68,63.89,1.55,32.72
MA,PORTO FRANCO,28244.0,58.55,10.54,54.76,32.65
GO,MOSSÂMEDES,7358.0,50.59,57.71,7.56,32.63
PI,ACAUÃ,10942.0,89.77,3.87,61.25,32.56
CE,EUSÉBIO,84834.0,50.44,20.79,44.08,32.43
BA,CANDEIAS,106080.0,79.15,28.81,35.88,32.34
RN,TABOLEIRO GRANDE,4818.0,70.57,57.33,7.22,32.27
PA,VIGIA,61268.0,65.37,47.52,17.0,32.26
PI,CANAVIEIRA,5308.0,82.62,43.52,20.84,32.18
PA,CACHOEIRA DO PIRIÁ,21688.0,71.46,33.56,30.77,32.17
PA,MUANÁ,44126.0,71.96,50.42,13.69,32.06
PI,SANTO ANTÔNIO DOS MILAGRES,3144.0,75.05,8.27,55.66,31.97
CE,PIRES FERREIRA,13484.0,79.46,9.37,54.48,31.93
PB,QUIXABA,3916.0,78.48,9.14,54.7,31.92
BA,CORONEL JOÃO SÁ,22706.0,75.52,49.56,14.08,31.82
RN,SÃO JOSÉ DE MIPIBU,52748.0,58.33,16.65,46.9,31.78
MG,ARACITABA,4042.0,53.38,59.87,3.66,31.77
PA,TERRA ALTA,17080.0,63.51,45.81,17.68,31.74
GO,ALTO PARAÍSO DE GOIÁS,10588.0,55.91,39.06,24.4,31.73
MA,ITINGA DO MARANHÃO,27578.0,50.38,21.51,41.9,31.7
PI,SANTANA DO PIAUÍ,6830.0,75.48,54.38,8.37,31.38
PR,MARILENA,9170.0,50.54,29.18,33.41,31.3
MA,CENTRO NOVO DO MARANHÃO,18524.0,75.89,19.75,42.55,31.15
PA,CURRALINHO,37122.0,74.52,34.01,28.03,31.02
SE,CANHOBA,7094.0,79.84,20.02,41.67,30.84
PB,SANTA RITA,165264.0,53.08,21.21,40.32,30.76
PI,SÃO LOURENÇO DO PIAUÍ,8284.0,86.86,32.3,29.21,30.76
PB,JOCA CLAUDINO,3958.0,86.29,3.28,58.11,30.7
PA,BAIÃO,42278.0,72.72,45.59,15.77,30.68
MA,MATÕES,38562.0,81.58,6.96,54.24,30.6
AP,LARANJAL DO JARI,42502.0,55.72,22.94,38.24,30.59
PA,QUATIPURU,15000.0,73.56,19.6,41.55,30.57
PA,LIMOEIRO DO AJURU,36574.0,66.53,47.34,13.74,30.54
PI,CARIDADE DO PIAUÍ,7844.0,87.74,1.2,59.84,30.52
MA,SANTA LUZIA DO PARUÁ,26202.0,70.24,33.8,27.17,30.48
PB,IMACULADA,13194.0,84.19,2.71,58.07,30.39
PA,BREU BRANCO,46230.0,52.21,52.47,8.21,30.34
SP,EMBU DAS ARTES,289054.0,52.25,47.04,12.84,30.32
MA,SERRANO DO MARANHÃO,13480.0,88.78,56.96,3.59,30.27
PB,BOA VISTA,10430.0,62.29,52.2,8.19,30.19
PI,MATIAS OLÍMPIO,13196.0,76.44,17.82,42.47,30.15
PI,PEDRO LAURENTINO,4690.0,66.29,58.21,2.09,30.15
CE,CASCAVEL,96330.0,64.06,16.03,43.99,30.01
BA,DOM BASÍLIO,17556.0,80.6,5.83,54.19,30.01
TO,ARAGUACEMA,7380.0,54.03,49.08,10.68,29.88
SP,PEDREGULHO,16524.0,51.62,13.88,46.2,29.84
PI,AGRICOLÂNDIA,8046.0,83.18,54.14,5.54,29.84
PA,IGARAPÉ-AÇU,50472.0,70.34,40.62,19.04,29.83
MA,TASSO FRAGOSO,11056.0,55.87,12.77,46.83,29.8
PB,COXIXOLA,3184.0,77.75,58.48,1.07,29.77
BA,CAEM,12466.0,78.3,56.83,2.63,29.73
MA,LUÍS DOMINGUES,8938.0,65.97,28.17,31.1,29.64
MA,SÃO JOÃO DO PARAÍSO,13432.0,58.12,9.37,49.91,29.64
MA,AFONSO CUNHA,10852.0,84.35,30.11,29.1,29.61
PA,ABEL FIGUEIREDO,8488.0,63.15,38.03,21.18,29.61
MA,NOVA OLINDA DO MARANHÃO,19682.0,74.26,32.52,26.64,29.58
PA,BUJARU,35832.0,65.9,44.25,14.88,29.56
AL,ESTRELA DE ALAGOAS,16530.0,78.79,10.1,49.03,29.56
AP,OIAPOQUE,28968.0,60.01,26.64,32.46,29.55
RN,SÃO GONÇALO DO AMARANTE,121818.0,54.43,19.58,39.47,29.52
MA,GRAÇA ARANHA,9586.0,73.4,20.05,38.72,29.39
MA,RAPOSA,34072.0,59.52,35.91,22.88,29.39
RN,RAFAEL GODEIRO,5944.0,57.12,55.62,2.99,29.31
BA,CAMAÇARI,317264.0,62.65,41.23,17.09,29.16
BA,CAETITÉ,69114.0,76.53,11.3,46.94,29.12
PI,MORRO DO CHAPÉU DO PIAUÍ,8400.0,78.38,12.69,45.43,29.06
TO,DIVINÓPOLIS DO TOCANTINS,8706.0,50.75,47.78,10.29,29.04
PB,SÃO BENTINHO,6022.0,90.18,4.52,53.54,29.03
MA,NINA RODRIGUES,15400.0,81.38,14.88,43.05,28.97
MG,MORRO DA GARÇA,4262.0,70.13,49.93,7.98,28.95
CE,GRANJEIRO,8890.0,90.71,54.94,2.9,28.92
CE,ITAITINGA,51884.0,60.7,16.8,41.04,28.92
MG,IGUATAMA,9998.0,54.13,50.59,7.24,28.92
RN,ASSÚ,71532.0,70.9,53.44,4.32,28.88
PB,BOA VENTURA,8050.0,77.33,11.9,45.86,28.88
PR,VERÊ,11892.0,53.74,44.87,12.9,28.88
PA,CAMETÁ,167818.0,72.12,48.6,9.17,28.88
PA,CAPITÃO POÇO,68286.0,59.35,36.19,21.39,28.79
MA,ALTO PARNAÍBA,12288.0,72.22,7.28,50.2,28.74
BA,DIAS D ÁVILA,84472.0,70.85,27.21,29.89,28.55
BA,PARIPIRANGA,36488.0,78.34,32.21,24.86,28.54
RN,SÃO BENTO DO TRAIRÍ,6690.0,63.67,40.15,16.89,28.52
GO,GUARANI DE GOIÁS,6830.0,67.99,53.76,3.25,28.51
PE,LAGOA DO CARRO,24746.0,63.37,17.69,39.32,28.51
CE,PARAIPABA,43648.0,58.29,10.66,46.33,28.49
CE,PARAMBU,40854.0,69.2,7.73,49.08,28.4
AP,VITÓRIA DO JARI,15570.0,66.3,43.76,13.01,28.39
GO,ITAGUARI,7998.0,56.68,54.84,1.75,28.29
PA,AUGUSTO CORRÊA,57630.0,69.0,36.58,19.96,28.27
MA,SANTA INÊS,94054.0,61.67,24.16,32.33,28.24
RS,PORTO VERA CRUZ,2820.0,55.78,5.04,51.35,28.19
PI,SÃO JOÃO DA SERRA,10496.0,76.62,17.09,39.29,28.19
BA,PINDAÍ,20870.0,75.51,15.2,41.08,28.14
PA,MARACANÃ,41846.0,64.4,30.47,25.8,28.13
AM,CAREIRO,35122.0,58.83,7.9,48.35,28.12
PR,ITAGUAJÉ,5538.0,53.24,52.51,3.65,28.08
GO,UIRAPURU,4144.0,60.31,53.33,2.7,28.02
BA,SIMÕES FILHO,141064.0,67.92,13.7,42.32,28.01
RN,VILA FLOR,5058.0,72.35,3.99,52.0,28.0
PB,AREIAL,9906.0,69.72,5.73,50.21,27.97
BA,PORTO SEGURO,160396.0,51.75,25.53,30.42,27.97
MA,SÃO RAIMUNDO DO DOCA BEZERRA,7890.0,71.65,4.46,51.36,27.91
AP,CALÇOENE,12508.0,59.19,23.97,31.85,27.91
BA,CRISTÓPOLIS,19208.0,69.57,23.04,32.76,27.9
CE,ACARAPE,20052.0,59.23,14.69,41.09,27.89
MA,LORETO,13132.0,75.54,4.51,51.05,27.78
MG,ITAMBÉ DO MATO DENTRO,4036.0,68.39,51.29,4.21,27.75
BA,SERRINHA,102470.0,72.07,34.18,21.23,27.7
TO,AURORA DO TOCANTINS,4888.0,60.8,20.54,34.86,27.7
PA,CAPANEMA,86342.0,55.16,30.6,24.7,27.65
BA,IGAPORÃ,20152.0,84.74,6.11,49.13,27.62
TO,COUTO MAGALHÃES,6866.0,58.77,16.34,38.83,27.59
BA,IUIU,13526.0,79.49,5.19,49.92,27.55
TO,DUERÉ,5426.0,54.05,23.18,31.92,27.55
PB,MAMANGUAPE,53622.0,63.43,9.47,45.5,27.48
SP,EUCLIDES DA CUNHA PAULISTA,9135.0,58.55,6.71,48.08,27.41
PI,DEMERVAL LOBÃO,20210.0,75.51,50.05,4.69,27.37
CE,SÃO GONÇALO DO AMARANTE,77668.0,60.41,10.28,44.44,27.36
CE,AIUABA,17322.0,86.3,3.8,50.88,27.34
PI,JOSÉ DE FREITAS,56762.0,83.41,25.5,29.11,27.31
CE,TAUÁ,72638.0,65.44,8.54,46.01,27.27
RN,JANDUÍS,7186.0,76.95,47.18,7.29,27.23
PE,MOREILÂNDIA,15022.0,86.31,4.54,49.82,27.18
PB,CACIMBA DE AREIA,6416.0,78.08,4.05,50.28,27.17
AL,CHÃ PRETA,9222.0,73.96,11.26,42.92,27.09
BA,ITABELA,33472.0,54.6,15.01,39.13,27.07
MG,ÁGUAS FORMOSAS,22284.0,52.97,17.04,37.03,27.04
MT,POCONÉ,36604.0,58.88,39.67,14.13,26.9
PA,INHANGAPI,15378.0,54.27,23.08,30.65,26.87
PA,SANTARÉM NOVO,10534.0,72.8,37.44,16.04,26.74
TO,RIO DA CONCEIÇÃO,3116.0,67.77,8.66,44.74,26.7
MA,SÃO JOÃO DO SOTER,21038.0,85.36,22.52,30.86,26.69
PI,LANDRI SALES,6988.0,84.8,40.24,13.11,26.67
MA,PRESIDENTE VARGAS,15606.0,84.52,6.34,46.92,26.63
BA,CANDIBA,17836.0,69.28,11.11,42.11,26.61
BA,JUSSIAPE,10664.0,75.03,6.53,46.59,26.56
CE,RERIUTABA,25092.0,79.97,11.03,41.98,26.51
MA,RIACHÃO,25000.0,70.04,7.06,45.89,26.47
PE,TERRA NOVA,13840.0,90.59,2.49,50.43,26.46
PB,SÃO JOSÉ DO BONFIM,6706.0,75.19,5.61,47.3,26.45
CE,BANABUIÚ,24678.0,79.88,7.47,45.41,26.44
TO,TAGUATINGA,16348.0,56.9,13.67,39.15,26.41
GO,BURITINÓPOLIS,4942.0,60.2,47.03,5.79,26.41
PI,INHUMA,19964.0,75.59,31.76,20.97,26.36
PI,NOVO ORIENTE DO PIAUÍ,8046.0,89.08,42.68,10.02,26.35
PB,SANTANA DOS GARROTES,9412.0,73.72,4.89,47.64,26.26
GO,GOUVELÂNDIA,5974.0,52.93,47.04,5.49,26.26
CE,CATARINA,13532.0,74.15,32.01,20.47,26.24
SC,BRUNÓPOLIS,4632.0,53.65,37.48,14.94,26.21
PB,PILAR,16748.0,67.27,10.71,41.56,26.13
CE,QUITERIANÓPOLIS,26412.0,81.77,1.85,50.36,26.11
MA,CENTRAL DO MARANHÃO,10956.0,88.47,4.44,47.75,26.1
PI,PORTO,13986.0,74.4,17.99,34.21,26.1
PA,MOJU,88502.0,67.93,42.05,10.07,26.06
BA,IBITIARA,18268.0,76.81,4.42,47.61,26.02
BA,SANTA RITA DE CÁSSIA,34528.0,75.75,29.16,22.85,26.0
BA,PINTADAS,13014.0,64.67,5.86,46.1,25.98
GO,SIMOLÂNDIA,8486.0,57.99,46.05,5.87,25.96
PA,SANTO ANTÔNIO DO TAUÁ,40396.0,58.96,28.13,23.73,25.93
BA,JACOBINA,95790.0,69.33,32.57,19.3,25.93
BA,PALMAS DE MONTE ALTO,27864.0,82.41,10.07,41.69,25.88
SE,RIACHÃO DO DANTAS,28414.0,78.45,4.57,47.12,25.85
MA,BARREIRINHAS,76000.0,77.1,23.22,28.43,25.83
AL,OLIVENÇA,14680.0,68.78,0.65,50.89,25.77
AL,PILAR,43124.0,50.67,2.98,48.49,25.74
RN,JARDIM DE PIRANHAS,17734.0,79.51,41.75,9.67,25.71
BA,URUÇUCA,27636.0,59.23,13.96,37.42,25.69
BA,TABOCAS DO BREJO VELHO,16110.0,77.63,35.13,16.11,25.62
MG,JUIZ DE FORA,664598.0,51.1,36.18,14.99,25.58
SP,DOBRADA,9181.0,50.19,12.06,39.64,25.54
PA,CURUÇÁ,52972.0,68.53,28.94,22.08,25.51
PI,REDENÇÃO DO GURGUÉIA,10364.0,69.54,43.4,7.58,25.49
BA,CRISÓPOLIS,24542.0,82.56,46.35,4.53,25.44
CE,PALMÁCIA,15364.0,68.18,46.78,4.09,25.44
SC,SÃO CRISTÓVÃO DO SUL,5408.0,50.13,38.24,12.65,25.44
BA,MALHADA DE PEDRAS,12558.0,66.86,3.28,47.54,25.41
GO,SÃO DOMINGOS,10474.0,59.23,42.66,8.13,25.4
PB,UIRAÚNA,19986.0,76.77,2.63,48.15,25.39
PA,NOVA IPIXUNA,16716.0,53.38,35.0,15.76,25.38
PI,BRASILEIRA,11912.0,77.87,10.46,40.25,25.35
PA,PRIMAVERA,16778.0,73.06,27.44,23.23,25.34
PA,OURÉM,25764.0,72.11,18.58,32.09,25.34
MA,SANTA LUZIA,67248.0,73.81,25.24,25.43,25.33
AL,BELÉM,7320.0,67.87,4.92,45.63,25.27
MG,RIACHO DOS MACHADOS,11348.0,69.12,46.03,4.49,25.26
MG,ITAMBACURI,24458.0,62.45,37.62,12.86,25.24
SE,CUMBE,7310.0,67.64,15.13,35.18,25.16
PB,CAJAZEIRAS,76354.0,77.35,11.18,39.1,25.14
MA,SÃO JOSÉ DOS BASÍLIOS,9946.0,85.45,4.16,45.99,25.08
PI,JOCA MARQUES,7730.0,73.18,3.26,46.83,25.05
PI,LAGOA DE SÃO FRANCISCO,9150.0,86.23,45.77,4.28,25.03
AL,MAR VERMELHO,5826.0,71.33,5.97,44.04,25.01
PA,BARCARENA,155540.0,59.95,32.36,17.52,24.94
PI,SUSSUAPARA,10674.0,81.04,42.81,6.95,24.88
MA,BELA VISTA DO MARANHÃO,14892.0,73.48,25.38,24.28,24.83
TO,SÍTIO NOVO DO TOCANTINS,12690.0,59.27,48.76,0.88,24.82
BA,ANDARAÍ,15544.0,82.35,42.49,7.01,24.75
TO,PALMEIRAS DO TOCANTINS,6682.0,55.47,47.74,1.77,24.75
PI,MURICI DOS PORTELAS,9462.0,74.19,11.08,38.28,24.68
PE,ALAGOINHA,19858.0,85.74,4.79,44.5,24.64
MA,SÃO ROBERTO,7142.0,76.91,3.16,46.07,24.61
MA,NOVA COLINAS,7102.0,72.16,6.22,42.92,24.57
BA,CATOLÂNDIA,6458.0,76.08,23.57,25.58,24.57
MA,SÍTIO NOVO,22806.0,65.13,21.21,27.87,24.54
CE,TARRAFAS,11368.0,86.52,46.06,2.96,24.51
MA,GOVERNADOR NUNES FREIRE,25788.0,65.6,25.59,23.34,24.46
BA,GUARATINGA,23008.0,66.75,6.92,41.99,24.45
PA,PORTEL,54126.0,61.56,32.64,16.21,24.43
RN,CAICÓ,74326.0,63.61,31.49,17.3,24.4
BA,RIACHÃO DAS NEVES,29658.0,74.52,13.14,35.65,24.4
MG,PRESIDENTE KUBITSCHEK,4578.0,82.71,4.85,43.95,24.4
SE,SANTA LUZIA DO ITANHY,17106.0,77.41,6.86,41.93,24.39
PI,CAPITÃO GERVÁSIO OLIVEIRA,6220.0,88.01,44.89,3.83,24.36
GO,SANTA ROSA DE GOIÁS,5210.0,52.86,45.68,2.99,24.34
BA,NOVO HORIZONTE,14998.0,73.36,9.81,38.86,24.34
PA,JACUNDÁ,49940.0,50.87,35.82,12.82,24.32
BA,FEIRA DA MATA,8242.0,61.45,3.74,44.87,24.3
GO,OUVIDOR,13860.0,50.86,46.62,1.95,24.29
SP,TABOÃO DA SERRA,294309.0,53.49,26.83,21.49,24.22
BA,GLÓRIA,20580.0,84.94,7.84,40.48,24.16
BA,FÁTIMA,24576.0,81.58,6.68,41.57,24.13
AL,JARAMATAIA,7834.0,74.14,1.43,46.8,24.11
RN,ALMINO AFONSO,8624.0,79.56,45.57,2.64,24.11
AL,JACARÉ DOS HOMENS,7454.0,76.26,1.05,47.14,24.09
SE,ARACAJU,701172.0,52.29,25.08,22.95,24.01
SC,GUATAMBÚ,9968.0,54.3,24.06,23.94,24.0
PI,COIVARAS,8992.0,80.79,17.79,30.12,23.95
MA,CEDRAL,13530.0,76.35,33.13,14.75,23.94
PI,PARNAÍBA,181642.0,61.02,15.52,32.34,23.93
RN,JAPI,8872.0,82.79,18.26,29.6,23.93
PI,BATALHA,33086.0,72.49,22.8,25.0,23.9
MT,CAMPINÁPOLIS,14832.0,51.01,23.93,23.8,23.87
BA,MADRE DE DEUS,26398.0,76.9,30.99,16.71,23.85
RN,SÃO JOSÉ DO SERIDÓ,7492.0,76.47,36.87,10.84,23.85
MA,RIBAMAR FIQUENE,10104.0,57.65,9.2,38.48,23.84
BA,GUANAMBI,109088.0,60.88,5.49,42.15,23.82
MA,PRESIDENTE DUTRA,48156.0,63.19,12.82,34.77,23.8
GO,FAINA,9514.0,50.67,38.83,8.75,23.79
MA,SÃO DOMINGOS DO AZEITÃO,10380.0,76.66,8.54,39.04,23.79
RN,SÃO MIGUEL DO GOSTOSO,14490.0,64.95,32.86,14.63,23.75
AL,MESSIAS,21026.0,50.59,29.63,17.77,23.7
PE,OLINDA,516810.0,53.89,22.37,25.01,23.69
PA,SÃO FRANCISCO DO PARÁ,25144.0,58.28,23.66,23.73,23.69
MG,PORTO FIRME,14082.0,58.49,43.19,4.18,23.68
BA,MARAGOGIPE,55604.0,77.8,9.73,37.61,23.67
SE,ITAPORANGA D AJUDA,45048.0,66.36,12.18,35.15,23.66
RN,PATU,15834.0,72.63,43.84,3.49,23.66
SP,SÃO JOSÉ DA BELA VISTA,9394.0,53.04,22.72,24.56,23.63
AL,MINADOR DO NEGRÃO,7434.0,71.22,2.37,44.9,23.63
BA,PAULO AFONSO,129852.0,75.45,18.82,28.41,23.62
MG,EWBANK DA CÂMARA,6904.0,67.31,26.62,20.57,23.6
SP,RINCÃO,10130.0,50.6,9.56,38.42,23.57
CE,CARIRÉ,23938.0,66.79,4.94,42.16,23.55
PB,ARAÇAGI,22274.0,81.14,3.09,43.88,23.48
PI,PATOS DO PIAUÍ,8822.0,87.78,6.78,40.13,23.45
CE,BARREIRA,30530.0,58.77,11.25,35.62,23.44
MA,PRESIDENTE SARNEY,21532.0,83.39,35.46,11.33,23.4
GO,PEROLÂNDIA,4660.0,50.16,41.8,4.98,23.39
PR,GODOY MOREIRA,4298.0,56.7,45.51,1.26,23.38
PI,TERESINA,997442.0,61.83,25.25,21.46,23.35
PA,GURUPÁ,35186.0,67.36,39.01,7.7,23.35
PR,MARMELEIRO,19006.0,50.03,22.41,24.21,23.31
BA,IRECÊ,81450.0,67.34,23.23,23.37,23.3
BA,ABARÉ,23902.0,72.88,21.04,25.5,23.27
BA,ILHÉUS,207638.0,56.29,14.16,32.36,23.26
SC,IPUAÇU,9152.0,63.73,30.9,15.58,23.24
BA,QUIXABEIRA,13516.0,56.49,30.1,16.37,23.23
PB,RIACHÃO DO POÇO,7382.0,64.93,5.01,41.43,23.22
MA,BACURI,20542.0,83.75,38.53,7.92,23.22
BA,GOVERNADOR MANGABEIRA,28284.0,77.58,19.76,26.63,23.2
PA,SALINÓPOLIS,55184.0,60.43,19.21,27.16,23.18
PA,MELGAÇO,25586.0,60.42,27.69,18.66,23.17
PA,TOMÉ-AÇU,79042.0,55.76,42.07,4.18,23.12
AL,BATALHA,19848.0,60.92,3.0,43.23,23.12
PB,CAPIM,10394.0,66.62,5.29,40.79,23.04
SE,MARUIM,20546.0,71.21,14.93,31.13,23.03
PI,CAPITÃO DE CAMPOS,16046.0,80.55,29.07,16.96,23.02
MA,MIRANDA DO NORTE,24894.0,69.23,24.31,21.72,23.01
RN,SANTA MARIA,7492.0,60.58,32.3,13.69,23.0
BA,IBICUÍ,18122.0,69.96,3.56,42.27,22.92
MA,ALTAMIRA DO MARANHÃO,8050.0,71.89,4.25,41.59,22.92
RN,UPANEMA,19586.0,57.25,13.7,32.11,22.91
CE,AQUIRAZ,105652.0,57.99,9.1,36.73,22.91
CE,ARNEIROZ,10796.0,76.72,3.95,41.85,22.9
MG,VARJÃO DE MINAS,10174.0,51.59,20.58,25.2,22.89
RN,OURO BRANCO,7290.0,64.51,44.8,0.96,22.88
GO,TERESINA DE GOIÁS,3930.0,62.31,35.62,10.13,22.88
MA,FEIRA NOVA DO MARANHÃO,10046.0,52.46,2.05,43.66,22.85
RN,EXTREMOZ,47430.0,52.68,24.8,20.91,22.85
BA,CABACEIRAS DO PARAGUAÇU,21334.0,86.85,21.2,24.51,22.85
